# 家卫 · MAC 厂商（OUI）精简表
# 生成方式: python tools/build_oui_table.py --from wireshark
# 数据来源: https://www.wireshark.org/download/automated/data/manuf
# 过滤策略: 家庭 / 国产设备厂商白名单
# 字段: prefix,vendor,vendor_cn,device_hint
# 说明: device_hint 只在厂商几乎只做该品类时才填，其余留空 —— 不猜。
prefix,vendor,vendor_cn,device_hint
48:ef:1c,SamsungElect,Samsung / 三星,
48:ef:61,HuaweiDevice,华为,
48:f6:ee,Espressif,Espressif / 乐鑫,
48:f7:bc,HuaweiTechno,华为,
48:f8:db,HuaweiTechno,华为,
48:fc:07,HuaweiDevice,华为,
48:fd:8e,HuaweiTechno,华为,
48:fd:a3,XiaomiCommun,小米,
4c:02:20,XiaomiCommun,小米,
4c:09:b4,zte,中兴,
4c:10:d5,TpLinkTechno,TP-Link,router
4c:11:ae,Espressif,Espressif / 乐鑫,
4c:16:f1,zte,中兴,
4c:1f:86,HikvisionDig,海康威视,camera
4c:1f:cc,HuaweiTechno,华为,
4c:20:b8,Apple,Apple,
4c:21:d0,Sony,Sony / 索尼,
4c:22:c9,zte,中兴,
4c:2b:3b,HuaweiDevice,华为,
4c:2e:5e,SamsungElect,Samsung / 三星,
4c:2e:b4,Apple,Apple,
4c:2f:d7,HuaweiDevice,华为,
4c:32:75,Apple,Apple,
4c:39:46,SamsungElect,Samsung / 三星,
4c:3c:16,SamsungElect,Samsung / 三星,
4c:3c:e2,HuaweiDevice,华为,
4c:49:4f,zte,中兴,
4c:49:e3,XiaomiCommun,小米,
4c:4c:d8,zte,中兴,
4c:4f:ee,OnePlusTechn,一加,
4c:50:77,HuaweiDevice,华为,
4c:54:99,HuaweiTechno,华为,
4c:55:b2,XiaomiCommun,小米,
4c:56:9d,Apple,Apple,
4c:57:39,SamsungElect,Samsung / 三星,
4c:57:ca,Apple,Apple,
4c:5d:6a,Apple,Apple,
4c:60:de,Netgear,NETGEAR,router
4c:61:7e,HuaweiDevice,华为,
4c:62:df,HikvisionDig,海康威视,camera
4c:63:1b,HuaweiTechno,华为,
4c:63:71,XiaomiCommun,小米,
4c:63:ad,HuaweiDevice,华为,
4c:66:41,SamsungElect,Samsung / 三星,
4c:66:a6,SamsungElect,Samsung / 三星,
4c:6b:e8,Apple,Apple,
4c:74:bf,Apple,Apple,
4c:75:25,Espressif,Espressif / 乐鑫,
4c:77:66,MercuryCommu,水星 / Mercury,router
4c:79:75,Apple,Apple,
4c:7c:5f,Apple,Apple,
4c:7c:d9,Apple,Apple,
4c:80:fb,Google,Google,speaker
4c:82:0c,Apple,Apple,
4c:83:fe,MercuryCommu,水星 / Mercury,router
4c:88:9e,HuaweiDevice,华为,
4c:8b:ef,HuaweiTechno,华为,
4c:8d:53,HuaweiTechno,华为,
4c:8d:79,Apple,Apple,
4c:8e:19,XiaomiCommun,小米,
4c:97:cc,Apple,Apple,
4c:9f:f1,Apple,Apple,
4c:a5:6d,SamsungElect,Samsung / 三星,
4c:ab:4f,Apple,Apple,
4c:ab:fc,zte,中兴,
4c:ac:0a,zte,中兴,
4c:ad:35,Apple,Apple,
4c:ae:13,HuaweiTechno,华为,
4c:b0:87,HuaweiTechno,华为,
4c:b1:6c,HuaweiTechno,华为,
4c:b1:99,Apple,Apple,
4c:b7:e0,MercuryCommu,水星 / Mercury,router
4c:b9:10,Apple,Apple,
4c:bc:a5,SamsungElect,Samsung / 三星,
4c:bd:8f,HikvisionDig,海康威视,camera
4c:c3:82,Espressif,Espressif / 乐鑫,
4c:c6:4c,XiaomiMobile,小米,
4c:c9:5e,SamsungElect,Samsung / 三星,
4c:ca:95,HuaweiDevice,华为,
4c:cb:ea,HuaweiDevice,华为,
4c:cb:f5,zte,中兴,
4c:cd:b6,Apple,Apple,
4c:d0:12,Apple,Apple,
4c:d0:cb,HuaweiTechno,华为,
4c:d0:dd,HuaweiTechno,华为,
4c:d1:a1,HuaweiTechno,华为,
4c:d6:29,HuaweiTechno,华为,
4c:dd:31,SamsungElect,Samsung / 三星,
4c:de:48,HuaweiDevice,华为,
4c:e0:db,XiaomiCommun,小米,
4c:e2:0f,XiaomiCommun,小米,
4c:e6:50,Apple,Apple,
4c:e6:5e,HuaweiTechno,华为,
4c:e6:c0,Apple,Apple,
4c:ea:27,SkyworthDigi,创维,tv
4c:eb:b0,SamsungElect,Samsung / 三星,
4c:eb:d6,Espressif,Espressif / 乐鑫,
4c:ec:ee,SamsungElect,Samsung / 三星,
4c:ed:fb,ASUSTekCOMPU,华硕,router
4c:f2:02,XiaomiCommun,小米,
4c:f4:75,HuaweiDevice,华为,
4c:f5:5b,HuaweiTechno,华为,
4c:f5:dc,HikvisionDig,海康威视,camera
4c:f9:5d,HuaweiTechno,华为,
4c:fb:45,HuaweiTechno,华为,
50:01:6b,HuaweiTechno,华为,
50:01:bb,SamsungElect,Samsung / 三星,
50:01:d9,HuaweiTechno,华为,
50:02:91,Espressif,Espressif / 乐鑫,
50:04:b8,HuaweiTechno,华为,
50:0b:23,HuaweiTechno,华为,
50:0b:26,HuaweiTechno,华为,
50:12:5c,Sony,Sony / 索尼,
50:14:c1,HuaweiTechno,华为,
50:1d:93,HuaweiTechno,华为,
50:1f:c6,Apple,Apple,
50:21:ec,HuaweiDevice,华为,
50:23:a2,Apple,Apple,
50:28:73,HuaweiDevice,华为,
50:32:37,Apple,Apple,
50:32:75,SamsungElect,Samsung / 三星,
50:3a:a0,MercuryCommu,水星 / Mercury,router
50:3b:70,Apple,Apple,
50:3d:a1,SamsungElect,Samsung / 三星,
50:3d:c6,XiaomiCommun,小米,
50:3d:d1,TPLink,TP-Link,router
50:3e:aa,TpLinkTechno,TP-Link,router
50:3f:50,HuaweiDevice,华为,
50:41:72,HuaweiTechno,华为,
50:42:89,zte,中兴,
50:46:4a,HuaweiTechno,华为,
50:46:5d,ASUSTekCOMPU,华硕,router
50:46:ae,Mercury,水星 / Mercury,router
50:48:77,HonorDevice,荣耀,
50:49:b0,SamsungElect,Samsung / 三星,
50:4a:6e,Netgear,NETGEAR,router
50:4b:9e,HuaweiDevice,华为,
50:4f:3b,XiaomiMobile,小米,
50:50:a4,SamsungElect,Samsung / 三星,
50:56:bf,SamsungElect,Samsung / 三星,
50:57:8a,Apple,Apple,
50:58:6f,HuaweiDevice,华为,
50:5d:7a,zte,中兴,
50:5d:ac,HuaweiTechno,华为,
50:5e:24,zte,中兴,
50:63:82,HuaweiTechno,华为,
50:63:91,HuaweiTechno,华为,
50:64:2b,XIAOMIElectr,小米,
50:66:e5,HuaweiDevice,华为,
50:68:0a,HuaweiTechno,华为,
50:68:ac,HuaweiDevice,华为,
50:6a:03,Netgear,NETGEAR,router
50:6f:77,HuaweiTechno,华为,
50:77:05,SamsungElect,Samsung / 三星,
50:78:7d,Espressif,Espressif / 乐鑫,
50:78:b0,HuaweiDevice,华为,
50:78:b3,zte,中兴,
50:7a:55,Apple,Apple,
50:7a:c5,Apple,Apple,
50:82:d5,Apple,Apple,
50:85:69,SamsungElect,Samsung / 三星,
50:88:11,XiaomiMobile,小米,
50:89:65,MercuryCommu,水星 / Mercury,router
50:89:d1,HuaweiDevice,华为,
50:8a:7f,HuaweiTechno,华为,
50:8c:c9,zte,中兴,
50:8d:62,HuaweiTechno,华为,
50:8d:9e,HuaweiTechno,华为,
50:8e:49,XiaomiCommun,小米,
50:8f:4c,XiaomiCommun,小米,
50:91:e3,TPLink,TP-Link,router
50:92:6a,XiaomiMobile,小米,
50:92:b9,SamsungElect,Samsung / 三星,
50:93:ce,HuaweiTechno,华为,
50:95:46,HuaweiTechno,华为,
50:98:39,XiaomiCommun,小米,
50:9a:88,HuaweiTechno,华为,
50:9e:a7,SamsungElect,Samsung / 三星,
50:9f:27,HuaweiTechno,华为,
50:9f:b9,SkyworthDigi,创维,tv
50:a0:09,XiaomiCommun,小米,
50:a1:f3,HuaweiDevice,华为,
50:a4:c8,SamsungElect,Samsung / 三星,
50:a6:7f,Apple,Apple,
50:a6:d8,Apple,Apple,
50:a7:2b,HuaweiTechno,华为,
50:ac:b9,HuaweiTechno,华为,
50:af:4d,zte,中兴,
50:b1:27,Apple,Apple,
50:b7:c3,SamsungElect,Samsung / 三星,
50:bc:96,Apple,Apple,
50:bd:5f,TpLinkTechno,TP-Link,router
50:c7:bf,TpLinkTechno,TP-Link,router
50:c8:e5,SamsungElect,Samsung / 三星,
50:cc:f8,SamsungElect,Samsung / 三星,
50:d2:f5,XiaomiMobile,小米,
50:d4:f7,TpLinkTechno,TP-Link,router
50:da:d6,XiaomiCommun,小米,
50:dd:ab,SamsungElect,Samsung / 三星,
50:de:06,Apple,Apple,
50:e2:4e,zte,中兴,
50:e5:38,HikvisionDig,海康威视,camera
50:ea:d6,Apple,Apple,
50:eb:f6,ASUSTekCOMPU,华硕,router
50:ec:50,XiaomiMobile,小米,
50:ed:3c,Apple,Apple,
50:f0:d3,SamsungElect,Samsung / 三星,
50:f2:65,Apple,Apple,
50:f3:51,Apple,Apple,
50:f4:eb,Apple,Apple,
50:f5:20,SamsungElect,Samsung / 三星,
50:f7:ed,HuaweiDevice,华为,
50:f9:58,HuaweiDevice,华为,
50:fa:84,TpLinkTechno,TP-Link,router
50:fc:9f,SamsungElect,Samsung / 三星,
50:fe:39,XiaomiMobile,小米,
54:02:95,HuaweiTechno,华为,
54:04:a6,ASUSTekCOMPU,华硕,router
54:07:64,HuaweiDevice,华为,
54:07:7d,Netgear,NETGEAR,router
54:08:53,QingdaoHaier,海尔,
54:09:10,Apple,Apple,
54:09:55,zte,中兴,
54:0d:f9,HuaweiDevice,华为,
54:10:2e,HuaweiTechno,华为,
54:10:4f,SamsungElect,Samsung / 三星,
54:12:cb,HuaweiTechno,华为,
54:13:10,HuaweiTechno,华为,
54:16:a5,EspressifPte,Espressif / 乐鑫,
54:1f:8d,zte,中兴,
54:21:1d,HuaweiDevice,华为,
54:21:9d,SamsungElect,Samsung / 三星,
54:22:59,HuaweiTechno,华为,
54:22:f8,zte,中兴,
54:23:69,HuaweiTechno,华为,
54:25:ea,HuaweiTechno,华为,
54:26:18,HuaweiTechno,华为,
54:26:3d,Sony,Sony / 索尼,
54:26:96,Apple,Apple,
54:29:06,Apple,Apple,
54:2a:43,Apple,Apple,
54:2b:76,zte,中兴,
54:2b:8d,Apple,Apple,
54:2f:2b,HuaweiTechno,华为,
54:32:04,Espressif,Espressif / 乐鑫,
54:32:c7,Apple,Apple,
54:33:cb,Apple,Apple,
54:34:ef,HuaweiTechno,华为,
54:39:df,HuaweiTechno,华为,
54:3a:d6,SamsungElect,Samsung / 三星,
54:40:ad,SamsungElect,Samsung / 三星,
54:42:49,Sony,Sony / 索尼,
54:43:b2,Espressif,Espressif / 乐鑫,
54:44:3b,HuaweiTechno,华为,
54:44:a3,SamsungElect,Samsung / 三星,
54:46:17,zte,中兴,
54:48:e6,XiaomiMobile,小米,
54:4e:90,Apple,Apple,
54:51:1b,HuaweiTechno,华为,
54:52:84,HuaweiDevice,华为,
54:53:ed,Sony,Sony / 索尼,
54:55:d5,HuaweiDevice,华为,
54:56:18,HuaweiDevice,华为,
54:59:25,HuaweiTechno,华为,
54:5a:a6,Espressif,Espressif / 乐鑫,
54:60:09,Google,Google,speaker
54:60:6d,HuaweiTechno,华为,
54:62:e2,Apple,Apple,
54:67:49,Google,Google,speaker
54:69:90,HuaweiTechno,华为,
54:71:dd,HuaweiDevice,华为,
54:72:4f,Apple,Apple,
54:73:5a,HuaweiDevice,华为,
54:75:95,TpLinkTechno,TP-Link,router
54:78:f0,zte,中兴,
54:84:dc,zte,中兴,
54:88:0e,SamsungElect,Samsung / 三星,
54:88:d5,zte,中兴,
54:89:98,HuaweiTechno,华为,
54:8c:81,HikvisionDig,海康威视,camera
54:92:09,HuaweiTechno,华为,
54:92:be,SamsungElect,Samsung / 三星,
54:99:63,Apple,Apple,
54:9a:8f,RealmeChongq,realme,
54:9b:12,SamsungElect,Samsung / 三星,
54:9d:ea,Espressif,Espressif / 乐鑫,
54:9f:13,Apple,Apple,
54:a0:50,ASUSTekCOMPU,华硕,router
54:a5:1b,HuaweiTechno,华为,
54:a6:37,HuaweiTechno,华为,
54:a6:db,HuaweiDevice,华为,
54:a7:03,TpLinkTechno,TP-Link,router
54:ae:27,Apple,Apple,
54:af:97,TPLink,TP-Link,router
54:b1:21,HuaweiTechno,华为,
54:b8:02,SamsungElect,Samsung / 三星,
54:b8:db,Apple,Apple,
54:ba:d6,HuaweiTechno,华为,
54:bd:79,SamsungElect,Samsung / 三星,
54:be:53,zte,中兴,
54:c4:15,HikvisionDig,海康威视,camera
54:c4:80,HuaweiTechno,华为,
54:c8:0f,TpLinkTechno,TP-Link,router
54:ce:82,zte,中兴,
54:cf:8d,HuaweiTechno,华为,
54:d1:7d,SamsungElect,Samsung / 三星,
54:d2:99,TPLink,TP-Link,router
54:d6:0d,EzvizSoftwar,萤石,camera
54:d9:c6,HuaweiDevice,华为,
54:dd:21,HuaweiDevice,华为,
54:dd:4f,SamsungElect,Samsung / 三星,
54:de:d3,zte,中兴,
54:e1:5b,HuaweiDevice,华为,
54:e4:3a,Apple,Apple,
54:e6:1b,Apple,Apple,
54:e6:fc,TpLinkTechno,TP-Link,router
54:ea:a8,Apple,Apple,
54:ea:e1,HonorDevice,荣耀,
54:eb:e9,Apple,Apple,
54:ef:43,HuaweiTechno,华为,
54:ef:44,LumiUnitedTe,Aqara / 绿米,
54:f2:01,SamsungElect,Samsung / 三星,
54:f2:94,HuaweiDevice,华为,
54:f6:07,HuaweiDevice,华为,
54:f6:e2,HuaweiTechno,华为,
54:fa:3e,SamsungElect,Samsung / 三星,
54:fc:f0,SamsungElect,Samsung / 三星,
58:03:fb,HikvisionDig,海康威视,camera
58:04:4f,TPLink,TP-Link,router
58:0a:d4,Apple,Apple,
58:0f:a5,Apple,Apple,
58:11:22,ASUSTekCOMPU,华硕,router
58:17:0c,Sony,Sony / 索尼,
58:18:62,Sony,Sony / 索尼,
58:1f:28,HuaweiTechno,华为,
58:1f:aa,Apple,Apple,
58:20:59,XiaomiCommun,小米,
58:20:71,SamsungElect,Samsung / 三星,
58:24:29,Google,Google,speaker
58:25:75,HuaweiTechno,华为,
58:2a:93,Apple,Apple,
58:2a:bd,Espressif,Espressif / 乐鑫,
58:2a:f7,HuaweiTechno,华为,
58:2d:34,QingpingElec,青萍,
58:35:5d,HuaweiDevice,华为,
58:36:53,Apple,Apple,
58:40:4e,Apple,Apple,
58:41:20,TpLinkTechno,TP-Link,router
58:44:98,XiaomiCommun,小米,
58:48:22,Sony,Sony / 索尼,
58:4b:bc,zte,中兴,
58:50:ed,HikvisionDig,海康威视,camera
58:55:95,Apple,Apple,
58:55:ca,Apple,Apple,
58:56:aa,Apple,Apple,
58:56:c2,HuaweiTechno,华为,
58:5f:f6,zte,中兴,
58:60:5f,HuaweiTechno,华为,
58:64:c4,Apple,Apple,
58:66:6d,Apple,Apple,
58:6b:14,Apple,Apple,
58:72:c9,zte,中兴,
58:73:d1,HuaweiTechno,华为,
58:73:d8,Apple,Apple,
58:79:e0,SamsungElect,Samsung / 三星,
58:7f:57,Apple,Apple,
58:7f:66,HuaweiTechno,华为,
58:83:36,HuaweiTechno,华为,
58:85:a2,RealmeChongq,realme,
58:85:e9,RealmeChongq,realme,
58:87:9f,HuaweiDevice,华为,
58:8c:81,Espressif,Espressif / 乐鑫,
58:8f:cf,EzvizSoftwar,萤石,camera
58:92:04,zte,中兴,
58:93:51,HuaweiDevice,华为,
58:93:e8,Apple,Apple,
58:94:ae,HuaweiDevice,华为,
58:95:7e,HuaweiDevice,华为,
58:a6:39,SamsungElect,Samsung / 三星,
58:ab:fb,HuaweiDevice,华为,
58:ad:12,Apple,Apple,
58:ae:2b,HuaweiDevice,华为,
58:ae:a8,HuaweiTechno,华为,
58:b0:35,Apple,Apple,
58:b1:0f,SamsungElect,Samsung / 三星,
58:b1:8f,HuaweiDevice,华为,
58:b6:23,XiaomiMobile,小米,
58:b9:65,Apple,Apple,
58:ba:d4,HuaweiTechno,华为,
58:be:72,HuaweiTechno,华为,
58:bf:25,Espressif,Espressif / 乐鑫,
58:c3:8b,SamsungElect,Samsung / 三星,
58:c5:cb,SamsungElect,Samsung / 三星,
58:cb:52,Google,Google,speaker
58:cf:79,Espressif,Espressif / 乐鑫,
58:d0:61,HuaweiTechno,华为,
58:d3:12,zte,中兴,
58:d3:49,Apple,Apple,
58:d6:1f,Ubiquiti,Ubiquiti,router
58:d7:59,HuaweiTechno,华为,
58:d8:12,TPLink,TP-Link,router
58:db:8d,Fast,迅捷 / FAST,router
58:e2:8f,Apple,Apple,
58:e6:ba,Apple,Apple,
58:e6:c5,Espressif,Espressif / 乐鑫,
58:ea:1f,XiaomiMobile,小米,
58:ed:99,zte,中兴,
58:f2:fc,HuaweiDevice,华为,
58:f8:d7,HuaweiTechno,华为,
58:f9:87,HuaweiTechno,华为,
58:fb:3e,HuaweiDevice,华为,
58:fe:7e,zte,中兴,
58:ff:a1,zte,中兴,
5c:01:3b,Espressif,Espressif / 乐鑫,
5c:02:14,XiaomiMobile,小米,
5c:03:39,HuaweiTechno,华为,
5c:07:a6,HuaweiTechno,华为,
5c:09:47,Apple,Apple,
5c:09:79,HuaweiTechno,华为,
5c:0a:5b,SamsungElect,Samsung / 三星,
5c:0b:3b,HuaweiTechno,华为,
5c:10:1e,zte,中兴,
5c:10:c5,SamsungElect,Samsung / 三星,
5c:13:ac,Apple,Apple,
5c:13:cc,Apple,Apple,
5c:16:7d,HuaweiTechno,华为,
5c:17:20,HuaweiDevice,华为,
5c:17:cf,OnePlusTechn,一加,
5c:1b:f4,Apple,Apple,
5c:1d:d9,Apple,Apple,
5c:23:c2,Apple,Apple,
5c:24:1f,QingdaoHaier,海尔,
5c:2e:59,SamsungElect,Samsung / 三星,
5c:33:7b,Google,Google,speaker
5c:34:00,HisenseElect,海信,tv
5c:34:5b,HikvisionDig,海康威视,camera
5c:3a:3d,zte,中兴,
5c:3c:27,SamsungElect,Samsung / 三星,
5c:3e:1b,Apple,Apple,
5c:40:71,XiaomiCommun,小米,
5c:48:79,HuaweiTechno,华为,
5c:49:7d,SamsungElect,Samsung / 三星,
5c:4c:a9,HuaweiTechno,华为,
5c:4d:bf,zte,中兴,
5c:50:d9,Apple,Apple,
5c:51:36,SamsungElect,Samsung / 三星,
5c:51:81,SamsungElect,Samsung / 三星,
5c:52:30,Apple,Apple,
5c:52:84,Apple,Apple,
5c:54:6d,HuaweiTechno,华为,
5c:59:48,Apple,Apple,
5c:5e:0a,SamsungElect,Samsung / 三星,
5c:5e:bb,HuaweiTechno,华为,
5c:61:17,HuaweiTechno,华为,
5c:62:8b,TPLink,TP-Link,router
5c:63:bf,TpLinkTechno,TP-Link,router
5c:64:7a,HuaweiTechno,华为,
5c:70:17,Apple,Apple,
5c:70:75,HuaweiTechno,华为,
5c:78:f8,HuaweiDevice,华为,
5c:7d:5e,HuaweiTechno,华为,
5c:7d:ae,zte,中兴,
5c:85:05,HuaweiDevice,华为,
5c:86:5c,SamsungElect,Samsung / 三星,
5c:87:30,Apple,Apple,
5c:89:9a,TpLinkTechno,TP-Link,router
5c:8d:4e,Apple,Apple,
5c:91:57,HuaweiTechno,华为,
5c:91:75,Apple,Apple,
5c:95:ae,Apple,Apple,
5c:96:9d,Apple,Apple,
5c:97:f3,Apple,Apple,
5c:99:60,SamsungElect,Samsung / 三星,
5c:99:77,Apple,Apple,
5c:9a:a1,HuaweiDevice,华为,
5c:9b:a6,Apple,Apple,
5c:a0:6c,RealmeChongq,realme,
5c:a3:9d,SamsungElect,Samsung / 三星,
5c:a4:f4,zte,中兴,
5c:a6:4f,TPLink,TP-Link,router
5c:a6:e6,TPLink,TP-Link,router
5c:a8:6a,HuaweiTechno,华为,
5c:ac:3d,SamsungElect,Samsung / 三星,
5c:ad:ba,Apple,Apple,
5c:ad:cf,Apple,Apple,
5c:b0:0a,HuaweiTechno,华为,
5c:b3:95,HuaweiTechno,华为,
5c:b4:3e,HuaweiTechno,华为,
5c:b5:24,Sony,Sony / 索尼,
5c:b8:b7,Apple,Apple,
5c:bb:ee,zte,中兴,
5c:bd:9a,HuaweiDevice,华为,
5c:c0:a0,HuaweiTechno,华为,
5c:c1:d7,SamsungElect,Samsung / 三星,
5c:c1:f2,HuaweiTechno,华为,
5c:c3:07,HuaweiTechno,华为,
5c:c6:d0,SkyworthDigi,创维,tv
5c:c7:87,HuaweiDevice,华为,
5c:cb:99,SamsungElect,Samsung / 三星,
5c:cd:7c,MEIZUTechnol,魅族,
5c:cf:7f,Espressif,Espressif / 乐鑫,
5c:d0:6e,XiaomiCommun,小米,
5c:d3:3d,SamsungElect,Samsung / 三星,
5c:d8:9e,HuaweiDevice,华为,
5c:dc:49,SamsungElect,Samsung / 三星,
5c:de:34,MercuryCommu,水星 / Mercury,router
5c:e5:0c,XiaomiMobile,小米,
5c:e7:47,HuaweiTechno,华为,
5c:e8:83,HuaweiTechno,华为,
5c:e8:eb,SamsungElect,Samsung / 三星,
5c:e9:1e,Apple,Apple,
5c:e9:31,TPLink,TP-Link,router
5c:eb:52,zte,中兴,
5c:ed:f4,SamsungElect,Samsung / 三星,
5c:f5:da,Apple,Apple,
5c:f6:dc,SamsungElect,Samsung / 三星,
5c:f7:e6,Apple,Apple,
5c:f9:38,Apple,Apple,
5c:f9:6a,HuaweiTechno,华为,
5c:ff:a9,zte,中兴,
60:01:94,Espressif,Espressif / 乐鑫,
60:01:b1,HuaweiTechno,华为,
60:03:08,Apple,Apple,
60:06:e3,Apple,Apple,
60:08:10,HuaweiTechno,华为,
60:0f:6b,Apple,Apple,
60:10:9e,HuaweiTechno,华为,
60:12:3c,HuaweiTechno,华为,
60:14:66,zte,中兴,
60:15:6f,TPLink,TP-Link,router
60:18:3a,HuaweiDevice,华为,
60:18:88,zte,中兴,
60:1f:56,HuaweiTechno,华为,
60:22:32,Ubiquiti,Ubiquiti,router
60:29:2b,TpLinkTechno,TP-Link,router
60:2e:20,HuaweiTechno,华为,
60:2e:d5,Apple,Apple,
60:30:b3,HuaweiTechno,华为,
60:30:d4,Apple,Apple,
60:32:b1,TpLinkTechno,TP-Link,router
60:33:4b,Apple,Apple,
60:3a:7c,TpLinkTechno,TP-Link,router
60:3a:af,SamsungElect,Samsung / 三星,
60:3d:29,HuaweiTechno,华为,
60:3e:5f,Apple,Apple,
60:45:cb,ASUSTekCOMPU,华硕,router
60:4d:e1,HuaweiTechno,华为,
60:4f:5b,HuaweiDevice,华为,
60:53:55,HuaweiTechno,华为,
60:53:75,HuaweiTechno,华为,
60:55:f9,Espressif,Espressif / 乐鑫,
60:56:b1,HuaweiTechno,华为,
60:57:c8,Apple,Apple,
60:5e:4f,HuaweiDevice,华为,
60:5f:aa,HuaweiDevice,华为,
60:65:25,Apple,Apple,
60:68:4e,SamsungElect,Samsung / 三星,
60:69:44,Apple,Apple,
60:6b:b3,zte,中兴,
60:6b:bd,SamsungElect,Samsung / 三星,
60:6e:e8,XiaomiCommun,小米,
60:70:6c,Google,Google,speaker
60:70:c0,Apple,Apple,
60:73:bc,zte,中兴,
60:77:e2,SamsungElect,Samsung / 三星,
60:79:c9,HuaweiTechno,华为,
60:7e:c9,Apple,Apple,
60:7e:cd,HuaweiTechno,华为,
60:7f:cb,SamsungElect,Samsung / 三星,
60:81:10,Apple,Apple,
60:82:46,Apple,Apple,
60:83:06,HuaweiDevice,华为,
60:83:34,HuaweiTechno,华为,
60:83:73,Apple,Apple,
60:83:e7,TPLink,TP-Link,router
60:8b:0e,Apple,Apple,
60:8c:4a,Apple,Apple,
60:8e:08,SamsungElect,Samsung / 三星,
60:8f:5c,SamsungElect,Samsung / 三星,
60:92:17,Apple,Apple,
60:93:16,Apple,Apple,
60:95:78,SamsungElect,Samsung / 三星,
60:95:bd,Apple,Apple,
60:96:a4,HuaweiTechno,华为,
60:9a:c1,Apple,Apple,
60:9b:b4,HuaweiTechno,华为,
60:a1:0a,SamsungElect,Samsung / 三星,
60:a2:c6,HuaweiTechno,华为,
60:a3:7d,Apple,Apple,
60:a3:e3,TpLinkTechno,TP-Link,router
60:a4:4c,ASUSTekCOMPU,华硕,router
60:a4:b7,TPLink,TP-Link,router
60:a4:d0,SamsungElect,Samsung / 三星,
60:a6:c5,HuaweiTechno,华为,
60:a7:51,HuaweiDevice,华为,
60:aa:ef,HuaweiDevice,华为,
60:ab:67,XiaomiCommun,小米,
60:af:6d,SamsungElect,Samsung / 三星,
60:b0:2b,QingdaoHaier,海尔,
60:b0:e8,HuaweiDevice,华为,
60:b4:a2,SamsungElect,Samsung / 三星,
60:b7:05,SkyworthDigi,创维,tv
60:b7:6e,Google,Google,speaker
60:bb:eb,HuaweiTechno,华为,
60:bd:83,HuaweiTechno,华为,
60:be:c4,Apple,Apple,
60:c5:47,Apple,Apple,
60:c5:ad,SamsungElect,Samsung / 三星,
60:c7:be,RealmeChongq,realme,
60:ce:41,HuaweiTechno,华为,
60:cf:84,ASUSTekCOMPU,华硕,router
60:d0:39,Apple,Apple,
60:d0:a9,SamsungElect,Samsung / 三星,
60:d4:af,HonorDevice,荣耀,
60:d7:55,HuaweiTechno,华为,
60:d9:c7,Apple,Apple,
60:dd:70,Apple,Apple,
60:de:18,Apple,Apple,
60:de:44,HuaweiTechno,华为,
60:de:94,HuaweiTechno,华为,
60:de:f3,HuaweiTechno,华为,
60:e3:27,TpLinkTechno,TP-Link,router
60:e5:d8,zte,中兴,
60:e7:01,HuaweiTechno,华为,
60:f0:4d,HonorDevice,荣耀,
60:f1:8a,HuaweiTechno,华为,
60:f4:45,Apple,Apple,
60:f5:49,Apple,Apple,
60:f7:23,XiaomiMobile,小米,
60:f8:1d,Apple,Apple,
60:fa:9d,HuaweiTechno,华为,
60:fa:cd,Apple,Apple,
60:fb:42,Apple,Apple,
60:fd:a6,Apple,Apple,
60:fe:c5,Apple,Apple,
60:ff:12,SamsungElect,Samsung / 三星,
64:03:7f,SamsungElect,Samsung / 三星,
64:07:8c,HuaweiTechno,华为,
64:07:f6,SamsungElect,Samsung / 三星,
64:09:80,XiaomiCommun,小米,
64:0b:d7,Apple,Apple,
64:0c:91,Apple,Apple,
64:0d:ce,MercuryCommu,水星 / Mercury,router
64:13:6c,zte,中兴,
64:13:ab,HuaweiTechno,华为,
64:16:f0,HuaweiTechno,华为,
64:17:cd,SamsungElect,Samsung / 三星,
64:1b:2f,SamsungElect,Samsung / 三星,
64:1c:ae,SamsungElect,Samsung / 三星,
64:1c:b0,SamsungElect,Samsung / 三星,
64:20:0c,Apple,Apple,
64:23:15,HuaweiDevice,华为,
64:24:4d,EzvizSoftwar,萤石,camera
64:27:53,HuaweiDevice,华为,
64:29:ff,HuaweiTechno,华为,
64:2c:ac,HuaweiTechno,华为,
64:2e:41,HuaweiTechno,华为,
64:2f:1c,HuaweiTechno,华为,
64:31:35,Apple,Apple,
64:3e:0a,HuaweiTechno,华为,
64:3e:8c,HuaweiTechno,华为,
64:41:e6,Apple,Apple,
64:48:42,Apple,Apple,
64:51:f4,HuaweiDevice,华为,
64:53:e0,HuaweiTechno,华为,
64:56:01,TpLinkTechno,TP-Link,router
64:56:b5,SamsungElect,Samsung / 三星,
64:5a:36,Apple,Apple,
64:5a:ed,Apple,Apple,
64:5d:f4,SamsungElect,Samsung / 三星,
64:5e:10,HuaweiTechno,华为,
64:61:40,HuaweiDevice,华为,
64:63:06,XiaomiCommun,小米,
64:64:4a,XiaomiMobile,小米,
64:66:b3,TpLinkTechno,TP-Link,router
64:66:d8,SamsungElect,Samsung / 三星,
64:67:cd,HuaweiTechno,华为,
64:6c:b2,SamsungElect,Samsung / 三星,
64:6d:2f,Apple,Apple,
64:6d:4e,HuaweiTechno,华为,
